,Year,Province Code,GDP ($mm),Pop (k),GDP/capita ($),CPI (healthcare),Private health spend/capita ($),Private health spend total ($mm),Public health spend/capita ($),Public health spend total ($mm),Private drug spend/capita ($),Private drug spend total ($mm),Public drug spend/capita ($),Public drug spend total ($mm),Private hospital spend/capita ($),Private hospital spend total ($mm),Public hospital spend/capita ($),Public hospital spend total ($mm),Non-working age pop (k),Working age pop (k),Pct working age (%)
473,2008,Y.T.,2043.0,33.1,61722.05438066465,120.2857143,1515.074228,50.13077604,5654.901870000002,187.1093931,335.4736869,11.10015335,375.5352498,12.42571035,95.93722044,3.17437075,1497.457858,49.54788561,10.619000000000002,22.469,67.8821752265861
474,2009,Y.T.,2136.0,33.7,63382.78931750742,125.5892857,1662.002338,56.06266286,6506.709968,219.4843406,362.1916493,12.21744872,382.3976291,12.89903683,93.85088343,3.165778,1601.77699,54.03114143,10.889000000000001,22.843,67.7833827893175
475,2010,Y.T.,2312.0,34.6,66820.80924855491,128.3303571,1734.7753899999998,60.0162894,6582.008027000003,227.7111497,351.5984705,12.16390068,377.0987071,13.04610687,107.4629148,3.717787,1926.693119,66.65587513,11.121000000000002,23.475,67.84682080924856
476,2011,Y.T.,2494.0,35.4,70451.97740112995,130.4732143,1857.075894,65.74420079,6953.705448999999,246.1750803,357.8338231,12.66803301,397.516938,14.07289464,104.9545435,3.71560075,1970.666844,69.7655476,11.311,24.091,68.05367231638418
477,2012,Y.T.,2554.0,36.1,70747.92243767313,132.6607143,2075.222794,74.82838349,7067.447759999999,254.8380313,368.1605203,13.27513204,398.4054318,14.36570306,108.1275514,3.89886325,2035.136607,73.38295577,11.697000000000003,24.360999999999997,67.48199445983379
478,2013,Y.T.,2650.0,36.3,73002.75482093664,132.2142857,2073.268148,75.25548722,7292.501089,264.7032045,366.2745733,13.29503446,366.7060212,13.31069516,112.5311863,4.084657,2298.558945,83.43309259,11.902999999999999,24.395,67.2038567493113
479,2014,Y.T.,2744.0,36.8,74565.21739130435,132.6607143,2156.721334,79.40400937,7467.91952,274.946393,371.7206118,13.68563776,365.3894783,13.45254442,115.9071149,4.26735225,2397.85607,88.28186693,12.193,24.624000000000002,66.91304347826087
480,2015,Y.T.,2673.0,37.3,71662.19839142091,133.125,2099.051159,78.27151867,7986.626327,297.8133091,425.9820663,15.88444527,455.1693539,16.97281004,120.5339913,4.494592,2507.607814,93.50618779,12.504999999999999,24.784000000000006,66.44504021447723
481,2016,Y.T.,2800.0,38.1,73490.81364829396,134.9910714,2263.060268,86.19091336,9777.306679,372.3785022,436.6326594,16.62959147,422.0153952,16.07287834,147.4933506,5.61743175,2573.965693,98.03205739,,,
482,2017,Y.T.,2995.880222,38.5,77815.0707012987,139.4196429,2413.507649,92.82109067,10606.18329,407.9032033,443.912389,17.07242657,412.3607242,15.85898109,152.6615895,5.871212069,2640.980235,101.5694589,,,
483,2018,Y.T.,3138.260072,38.8,80882.99154639176,143.5525694,2476.3313,96.16994312,9644.390626,374.5462079,461.7076656,17.9307187,408.6329806,15.86952865,160.5092608,6.233481958,2558.117561,99.34616597,,,
484,1975,N.W.T.,,42.8,,28.04909538,202.7025135,8.6856,615.9653668,26.3935,56.64309552,2.4271,12.14730799,0.5205,52.03155266,2.2295,269.7320824,11.55775,,,
485,1976,N.W.T.,,44.3,,30.80336562,209.7536212,9.2967,671.19602,29.74875,59.62276071,2.6426,13.27218988,0.58825,54.38382744,2.4104,272.1447588,12.062,,,
486,1977,N.W.T.,,44.7,,32.770105,236.0797045,10.5445,867.8775327,38.76375,68.1965745,3.046,15.03414307,0.6715,61.66349491,2.7542,357.4051271,15.9635,,,
487,1978,N.W.T.,,45.3,,35.32548259,258.6738525,11.7112,989.3592349,44.79225,75.88240491,3.4355,24.15845739,1.09375,67.91315104,3.0747,406.4142775,18.4,,,
488,1979,N.W.T.,,45.7,,36.67017689,271.2148715,12.4013,1018.113723,46.55325,80.75232367,3.6924,25.62055768,1.1715,71.43138327,3.2662,463.0891197,21.17475,,,
489,1980,N.W.T.,,46.3,,38.95070573,284.9152359,13.193,1034.170176,47.88725,86.07493791,3.9857,27.91815139,1.29275,75.1452327,3.4796,450.9070295,20.87925,,,
490,1981,N.W.T.,1054.0,47.6,22142.85714285714,43.27553333,306.4977395,14.5755,1245.883714,59.24800000000001,93.93123751,4.4669,31.51613921,1.49875,80.82220587,3.8435,513.5317001,24.421,,,
491,1982,N.W.T.,1322.0,49.5,26707.070707070707,51.12564057,311.0875492,15.4035,1917.903666,94.965,96.70200949,4.7882,39.3719075,1.9495,81.89235585,4.0549,713.4959103,35.32875,,,
492,1983,N.W.T.,1440.0,51.0,28235.29411764706,58.22583495,331.4851834,16.9137,2088.580864,106.56775,104.5194418,5.333,49.7755958,2.53975,86.99043587,4.4386,723.5810599,36.92,,,
493,1984,N.W.T.,1512.0,52.6,28745.247148288974,65.39141191,344.9623316,18.1326,2047.423141,107.62075,110.3302641,5.7994,55.71303554,2.9285,90.12251731,4.7372,831.5386957,43.709,,,
494,1985,N.W.T.,1703.0,54.4,31305.147058823528,69.49991165,361.047388,19.6417,2185.684522,118.9056094,117.1501048,6.3732,64.75986722,3.523066296,93.78147862,5.1019,882.0519858,47.98539213,,,
495,1986,N.W.T.,1604.0,54.7,29323.583180987203,72.70719208,396.69260160000016,21.69789523,2655.449518,145.24512230000005,128.7657458,7.0431,75.82892082,4.147614482,106.4536489,5.822695231,962.0897401,52.62342251,,,
496,1987,N.W.T.,1791.0,55.0,32563.636363636364,75.41084997,433.5915131,23.86357611,2859.774169000001,157.39339099999995,139.0519105,7.653,85.20533401,4.689445968,123.8780476,6.817876107,1114.902282,61.36087688,,,
497,1988,N.W.T.,2078.0,55.7,37307.00179533214,78.3088885,490.0899726,27.2916403,3302.397405,183.9006043,152.9261767,8.516,91.96014583,5.120984641,153.4530555,8.545340304,1575.514801,87.73569271,,,
498,1989,N.W.T.,2187.0,57.0,38368.42105263158,81.33062379,514.3272475,29.33053994,3570.1824560000005,203.5967949,164.3256703,9.371,101.9039316,5.811275506,156.7808221,8.940739942,1784.6974,101.7759386,,,
499,1990,N.W.T.,2244.0,58.9,38098.47198641766,84.45838487,481.6440547,28.37365126,3708.352841,218.4590659,153.6105924,9.0492,112.8828866,6.649930848,151.2536287,8.910351265,1845.122367,108.6961586,,,
500,1991,N.W.T.,2213.0,60.9,36338.25944170772,88.77010072,529.4418207,32.25889013,4057.164585,247.2030381,180.1969473,10.9794,130.1391455,7.929378135,146.2890224,8.913390132,2181.008843,132.8888688,,,
501,1992,N.W.T.,2187.0,62.4,35048.07692307692,91.8006715,476.21782310000015,29.72170678,4004.300152,249.9163811,150.8886116,9.417260028,149.1827765,9.310795449,140.3808042,8.76144675,2017.646153,125.9253317,,,
502,1993,N.W.T.,2401.0,63.5,37811.02362204724,94.53967132,445.8873536,28.33569543,4071.511149,258.74046200000004,148.6751853,9.448159349,140.3899952,8.921643808,135.6216458,8.618619971,1963.347534,124.7687724,,,
503,1994,N.W.T.,2441.0,65.2,37438.65030674847,96.43046475,410.94757210000006,26.77611096,3983.425476,259.5480537,131.3210628,8.556486486,128.0823845,8.345463927,123.7630128,8.064026625,1821.726377,118.6982256,,,
504,1995,N.W.T.,2444.0,66.6,36696.696696696694,97.86181304,370.9581687,24.69654008,4060.007444,270.29499560000005,137.4008378,9.147460778,133.4607765,8.885151193,76.33511729,5.082010434,1749.428179,116.468181,,,
505,1996,N.W.T.,2557.0,67.6,37825.44378698225,97.96783884,395.8225585,26.74573028,3713.589063,250.927213,126.7696404,8.565824604,137.6933513,9.303939746,63.26431848,4.27477,1439.748657,97.28381677,29.227613178000002,38.342386823,56.71950713461539
506,1997,N.W.T.,2797.0,67.7,41314.62333825701,100.0,389.3591966,26.37324518,3876.748812,262.59158080000003,152.3613466,10.32019581,146.91697,9.951420965,53.05897985,3.59395,1540.808782,104.3666829,29.202122586999998,38.532877412999994,56.91710105317577
507,1998,N.W.T.,2736.0,67.2,40714.28571428572,101.3783354,387.2477613,26.01917708,4224.371247,283.8355041000001,158.8921074,10.6759607,155.7089803,10.46208638,48.55304508,3.262279099,1746.992092,117.3803986,28.916999999999998,38.273,56.95386904761905
508,1999,N.W.T.,2433.0,40.7,59778.869778869775,102.8096837,519.5652296,21.12240484,4967.446322,201.9465628,188.6851581,7.670806416,231.6627805,9.418018677,63.19178267,2.568998733,2070.634265,84.17956541,15.887,24.766999999999996,60.85257985257984
509,2000,N.W.T.,2663.0,40.5,65753.08641975309,104.0819933,484.8779494,19.63707207,4664.181594,188.8946904,176.7774058,7.159308156,235.4077947,9.533780277,60.34579583,2.443944385,1904.841497,77.14417577,15.781,24.718,61.032098765432096
510,2001,N.W.T.,3153.0,40.8,77279.41176470589,105.7695706,645.2387739,26.33993723,5232.793958,213.613115,177.494735,7.245690074,270.2888294,11.0337306,210.10387,8.57686018,2031.813346,82.94268443,15.771,25.051000000000002,61.39950980392158
511,2002,N.W.T.,3204.0,41.5,77204.81927710843,106.0346351,692.1773637,28.71774664,5711.561139,236.9669601,187.5548754,7.781464226,316.1129073,13.11520841,236.0133409,9.7919575,2053.041632,85.17864425,15.808,25.681,61.88192771084338
512,2003,N.W.T.,3894.0,42.2,92274.88151658767,107.1125641,708.1253114,29.90484002,5529.056801,233.4975977,212.8909161,8.990596278,290.242902,12.25724799,150.0494897,6.33674,2142.052607,90.46102365,15.901000000000002,26.33,62.393364928909946
513,2004,N.W.T.,4516.0,42.8,105514.01869158879,109.1447252,708.290439,30.33041318,5929.69515,253.9214057,208.003913,8.907143563,276.2276071,11.82861859,138.9652515,5.95077,2414.03447,103.3737841,15.947,26.875000000000004,62.792056074766364
514,2005,N.W.T.,4446.0,42.7,104121.77985948478,109.8603994,1179.431708,50.39004031,6282.534268,268.4149941,243.4227446,10.39999334,233.3278585,9.968699428,489.8678963,20.929116,2552.118866,109.0367264,15.619230488,27.104769508999997,63.47721196487118
515,2006,N.W.T.,4439.0,43.2,102754.62962962964,113.3680862,1401.237709,60.50264179,6626.317903,286.1111544,261.857962,11.30650308,246.0771344,10.62511851,626.0551496,27.03180925,2797.885995,120.8071215,15.659,27.519,63.70138888888888
516,2007,N.W.T.,4667.0,43.4,107534.56221198157,114.4901926,1492.782652,64.74795476,7287.0179,316.0671144,300.2691485,13.02387405,304.307236,13.19902205,506.6995032,21.97758425,3179.194603,137.8943867,15.562999999999999,27.810999999999996,64.08064516129032
517,2008,N.W.T.,5024.0,43.4,115760.36866359448,118.1745892,1393.308932,60.39994219,7951.530662,344.6988542,295.5691399,12.81292221,317.1664953,13.74916757,494.2153633,21.424236,3280.399353,142.205312,15.399,27.951,64.40322580645162
518,2009,N.W.T.,4010.0,43.1,93039.44315545243,122.65417920000002,1561.995198,67.39853078,8685.474645999999,374.7695455,319.9928374,13.80737094,350.1840121,15.11008994,707.7517324,30.5387795,3390.860129,146.3122237,15.277999999999999,27.871,64.66589327146171
519,2010,N.W.T.,4816.0,43.3,111224.01847575058,124.5538081,1531.582795,66.28384021,9163.029552,396.557593,292.1633902,12.6442472,394.7752099,17.08508153,583.1697225,25.23841925,3674.311477,159.0168521,15.177,28.101,64.89838337182448
520,2011,N.W.T.,4733.0,43.5,108804.59770114943,123.546563,1590.615446,69.19336253,10046.38887,437.0279624,292.7981078,12.73701049,411.3508486,17.89417327,709.4949829,30.86374125,3940.779455,171.4278471,15.184,28.317,65.09655172413792
521,2012,N.W.T.,4392.0,43.6,100733.94495412844,124.3240855,1820.108835,79.34582453,10243.54149,446.5569478,302.910738,13.20509071,417.1407421,18.18483351,745.1635489,32.48465975,4434.420088,193.3141093,15.203,28.391000000000002,65.11697247706422
522,2013,N.W.T.,4482.0,43.8,102328.76712328767,124.5449726,1729.904758,75.72312096,11552.56668,505.6905015,299.1842642,13.09619279,399.5968196,17.49155159,778.7774027,34.08942325,4760.160073,208.3664869,15.206999999999999,28.566,65.21917808219179
523,2014,N.W.T.,4781.0,43.9,108906.60592255126,122.4597986,1692.294273,74.23587289,12098.17455,530.710623,303.5116156,13.31414404,430.0610169,18.86548663,727.8782399,31.92983475,4794.682019,210.3283161,15.177999999999999,28.688999999999997,65.3507972665148
524,2015,N.W.T.,4868.0,44.2,110135.74660633484,123.7144372,1859.239069,82.20439621,12810.85177,566.4190003,360.1895062,15.92541883,496.1728261,21.93778533,756.6444282,33.45427675,4961.052868,219.3479915,15.316999999999998,28.897,65.37782805429863
525,2016,N.W.T.,4739.0,44.6,106255.60538116592,124.8100371,2063.166117,92.05228265,14129.69648,630.424668,361.4143715,16.12522501,451.5927233,20.14871254,825.4190051,36.82771975,5130.018953,228.8860556,,,
526,2017,N.W.T.,5070.527276,44.5,113944.43316853933,128.830182,2200.253195,97.95527225,14401.77231,641.1669032000002,369.5106218,16.45061288,455.9803657,20.30024588,863.353171,38.43648317,5290.338087,235.5258516,,,
527,2018,N.W.T.,5311.505172,44.4,119628.49486486487,131.3237068,2267.967272,100.7503884,14008.22696,622.2904204,383.365606,17.03033116,471.1578636,20.93034513,896.5982985,39.82977529,5531.632101,245.7328594,,,
528,1999,Nun.,813.0,26.8,30335.82089552239,102.8096837,338.4277674,9.077309577000001,4979.316031,133.5552146,157.4261515,4.222484235,39.2175609,1.051893418,43.22206588,1.159302251,1903.409359,51.05324581,13.055,13.767000000000001,51.36940298507463
529,2000,Nun.,892.0,27.5,32436.363636363636,104.0819933,338.3232638,9.303889754,5787.575265,159.15831980000004,143.7250605,3.952439165,50.23836829,1.381555128,44.28679551,1.217886877,2534.664075,69.70326206,13.284,14.216000000000001,51.69454545454546
530,2001,Nun.,933.0,28.1,33202.84697508897,105.7695706,378.4220455,10.64160634,6175.932002000001,173.6733838,141.8341809,3.988519,60.45731771,1.700120231,47.29361447,1.329943733,2531.968235,71.20147874,13.507,14.613999999999999,52.007117437722414
531,2002,Nun.,1019.0,28.7,35505.22648083624,106.0346351,388.4357471,11.16325494,7091.927452,203.8149031,162.6773246,4.675183631,82.36010364,2.366947019,46.96927118,1.349849884,2965.036972,85.21219753,13.708,15.031,52.37282229965157
532,2003,Nun.,1028.0,29.2,35205.479452054795,107.1125641,456.0720727,13.301342000000002,9579.098173,279.3743982,199.7368539,5.825325345,215.4408855,6.283333425,31.56076116,0.920469599,3206.141499,93.50711682,13.908,15.257000000000003,52.25000000000001
533,2004,Nun.,1118.0,29.6,37770.27027027027,109.1447252,469.23381550000005,13.90386719,9926.967161,294.1459639,220.4819464,6.533100553,249.243261,7.385327067,27.7832329,0.823244974,3474.793285,102.9615998,14.075,15.556,52.55405405405404
534,2005,Nun.,1162.0,30.0,38733.333333333336,109.8603994,556.1241253,16.69095337,9594.328948,287.9545947,203.4047219,6.10478592,340.6241658,10.22315309,94.45972403,2.835019697,3781.707944,113.5004005,14.009959147,16.003040852,53.34346950666667
535,2006,Nun.,1241.0,30.8,40292.207792207795,113.3680862,585.2635812999998,18.03314147,10312.79876,317.7579555000001,219.9397892,6.776784784,381.2817368,11.74805288,144.2156684,4.443573176,4158.125461,128.1201617,14.239999999999998,16.572,53.8051948051948
536,2007,Nun.,1319.0,31.4,42006.36942675159,114.4901926,645.4126593,20.26273044,10623.5239,333.5255327,264.7348354,8.311350156,340.2516082,10.68219924,121.4345623,3.812438084,4149.332154,130.268283,14.408999999999999,16.986,54.09554140127389
537,2008,Nun.,1566.0,31.9,49090.90909090909,118.1745892,651.8466501,20.78869337,10881.87392,347.04472289999984,255.5165983,8.148935354,346.5327448,11.0516223,116.5323311,3.716449102,4002.45806,127.6463925,14.600999999999999,17.291000000000004,54.203761755485914
538,2009,Nun.,1537.0,32.6,47147.23926380368,122.65417920000002,766.5178084,24.98848055,11276.27658,367.6066164,303.7574877,9.9024941,326.1258724,10.63170344,162.5013308,5.297543383,4289.509458,139.8380083,14.785000000000004,17.814999999999998,54.64723926380367
539,2010,Nun.,1915.0,33.4,57335.32934131737,124.5538081,782.9150381000003,26.11256527,11302.10626,376.9591501,280.0162705,9.33938267,322.3200131,10.7503394,131.2653475,4.378093135,4265.791125,142.2769314,15.002999999999998,18.350000000000005,54.94011976047906
540,2011,Nun.,2035.0,34.2,59502.92397660819,123.546563,876.1764827,29.961731,11873.85748,406.0384304,284.4113775,9.725731466,373.2658474,12.76419892,156.5655135,5.353914298,4344.588652,148.5675535,15.215,18.981,55.50000000000001
541,2012,Nun.,2198.0,34.7,63342.93948126801,124.3240855,970.3848543,33.67914714,12401.18501,430.4079282,286.9111126,9.957823985,391.509046,13.58810446,162.3618878,5.635094038,4577.676147,158.877406,15.328000000000001,19.379,55.847262247838614
542,2013,Nun.,2294.0,35.4,64802.259887005646,124.5449726,846.1498037,29.96554915,12984.76189,459.8423575,283.6005234,10.04342894,389.5057233,13.79395569,166.9811764,5.91347138,4693.908711,166.2300831,15.551,19.863000000000003,56.11016949152543
543,2014,Nun.,2383.0,36.1,66011.08033240997,122.4597986,894.9260382000001,32.27729742,13691.76766,493.8209842,288.4228141,10.40254564,386.2036335,13.92920645,153.5711006,5.538848885,4767.292668,171.9419446,15.753000000000002,20.314,56.27146814404432
544,2015,Nun.,2397.0,36.6,65491.80327868852,123.7144372,941.0844541,34.4512197,14121.20065,516.9489133999998,337.8533962,12.36813713,439.0158832,16.07149345,158.5252651,5.803292906,4943.708619,180.9792851,15.922000000000002,20.686,56.51912568306011
545,2016,Nun.,2443.0,37.2,65672.04301075269,124.8100371,1032.632052,38.39016181,14386.10531,534.8322371,338.6041085,12.58828494,406.6828776,15.11924934,171.839632,6.388481997,5218.600313,194.0119038,,,
546,2017,Nun.,2613.905494,38.0,68786.98668421053,128.830182,1068.81621,40.61074073,15195.31075,577.3610272999998,345.838958,13.14049705,391.0389277,14.8579151,180.0458625,6.841022592,5400.102779,205.1823052,,,
547,2018,Nun.,2738.131913,38.8,70570.41012886597,131.3237068,1079.249977,41.91056009,14753.17146,572.9105324,351.6761257,13.65665389,385.13836,14.95609425,188.1960795,7.308226327,5202.039941,202.0110374,,,
